Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,EventName
0 days 00:17:36.950000,M VERSTAPPEN,1,,1.0,1.0,0 days 00:15:28.695000,,,0 days 00:00:56.455000,0 days 00:00:46.916000,,0 days 00:16:50.096000,0 days 00:17:36.950000,270.0,179.0,223.0,179.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:15:28.695000,2022-11-19 14:04:57.847,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:19:01.704000,M VERSTAPPEN,1,0 days 00:01:24.754000,2.0,1.0,,,0 days 00:00:17.354000,0 days 00:00:36.456000,0 days 00:00:30.944000,0 days 00:17:54.304000,0 days 00:18:30.760000,0 days 00:19:01.704000,290.0,322.0,217.0,329.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:17:36.950000,2022-11-19 14:07:06.102,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:20:53.787000,M VERSTAPPEN,1,0 days 00:01:52.083000,3.0,1.0,,0 days 00:20:52.684000,0 days 00:00:25.756000,0 days 00:00:45.865000,0 days 00:00:40.462000,0 days 00:19:27.460000,0 days 00:20:13.325000,0 days 00:20:53.787000,161.0,227.0,,213.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:19:01.704000,2022-11-19 14:08:30.856,12,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:27:39.159000,M VERSTAPPEN,1,,4.0,2.0,0 days 00:24:41.559000,,,0 days 00:00:58.121000,0 days 00:01:28.942000,,0 days 00:26:10.217000,0 days 00:27:39.280000,168.0,179.0,219.0,179.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:20:53.787000,2022-11-19 14:10:22.939,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:29:28.687000,M VERSTAPPEN,1,0 days 00:01:49.528000,5.0,2.0,,0 days 00:29:27.502000,0 days 00:00:21.828000,0 days 00:00:45.618000,0 days 00:00:42.082000,0 days 00:28:00.987000,0 days 00:28:46.605000,0 days 00:29:28.687000,266.0,234.0,,232.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:27:39.159000,2022-11-19 14:17:08.311,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:41:05.934000,M VERSTAPPEN,1,,6.0,3.0,0 days 00:38:59.716000,,,0 days 00:00:54.253000,0 days 00:00:47.052000,,0 days 00:40:18.890000,0 days 00:41:05.952000,179.0,179.0,223.0,179.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:29:28.687000,2022-11-19 14:18:57.839,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:42:30.796000,M VERSTAPPEN,1,0 days 00:01:24.862000,7.0,3.0,,,0 days 00:00:17.406000,0 days 00:00:36.429000,0 days 00:00:31.027000,0 days 00:41:23.340000,0 days 00:41:59.769000,0 days 00:42:30.796000,290.0,324.0,218.0,329.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:41:05.934000,2022-11-19 14:30:35.086,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:44:19.794000,M VERSTAPPEN,1,0 days 00:01:48.998000,8.0,3.0,,0 days 00:44:18.668000,0 days 00:00:21.766000,0 days 00:00:46.133000,0 days 00:00:41.099000,0 days 00:42:52.562000,0 days 00:43:38.695000,0 days 00:44:19.794000,236.0,182.0,,235.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:42:30.796000,2022-11-19 14:31:59.948,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:49:30.259000,M VERSTAPPEN,1,,9.0,4.0,0 days 00:47:11.581000,,,0 days 00:00:56.962000,0 days 00:00:55.154000,,0 days 00:48:35.139000,0 days 00:49:30.422000,175.0,179.0,223.0,179.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:44:19.794000,2022-11-19 14:33:48.946,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:50:54.881000,M VERSTAPPEN,1,0 days 00:01:24.622000,10.0,4.0,,,0 days 00:00:17.398000,0 days 00:00:36.433000,0 days 00:00:30.791000,0 days 00:49:47.657000,0 days 00:50:24.090000,0 days 00:50:54.881000,289.0,323.0,219.0,328.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:49:30.259000,2022-11-19 14:38:59.411,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:52:42.730000,M VERSTAPPEN,1,0 days 00:01:47.849000,11.0,4.0,,0 days 00:52:41.622000,0 days 00:00:20.857000,0 days 00:00:45.825000,0 days 00:00:41.167000,0 days 00:51:15.738000,0 days 00:52:01.563000,0 days 00:52:42.730000,237.0,198.0,,218.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:50:54.881000,2022-11-19 14:40:24.033,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:01:52.105000,M VERSTAPPEN,1,,12.0,5.0,0 days 00:59:50.269000,,,0 days 00:00:50.456000,0 days 00:00:48.444000,,0 days 01:01:03.679000,0 days 01:01:52.105000,267.0,199.0,225.0,199.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:52:42.730000,2022-11-19 14:42:11.882,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:03:16.093000,M VERSTAPPEN,1,0 days 00:01:23.988000,13.0,5.0,,,0 days 00:00:17.292000,0 days 00:00:36.176000,0 days 00:00:30.520000,0 days 01:02:09.397000,0 days 01:02:45.573000,0 days 01:03:16.093000,291.0,322.0,219.0,328.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:01:52.105000,2022-11-19 14:51:21.257,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 01:05:04.505000,M VERSTAPPEN,1,0 days 00:01:48.412000,14.0,5.0,,0 days 01:05:03.370000,0 days 00:00:22.545000,0 days 00:00:45.014000,0 days 00:00:40.853000,0 days 01:03:38.638000,0 days 01:04:23.652000,0 days 01:05:04.505000,244.0,213.0,,225.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:03:16.093000,2022-11-19 14:52:45.245,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:09:14.138000,M VERSTAPPEN,1,,15.0,6.0,0 days 01:07:15.941000,,,0 days 00:00:51.473000,0 days 00:00:39.953000,,0 days 01:08:34.203000,0 days 01:09:14.295000,225.0,199.0,226.0,199.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:05:04.505000,2022-11-19 14:54:33.657,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:10:37.962000,M VERSTAPPEN,1,0 days 00:01:23.824000,16.0,6.0,,,0 days 00:00:17.287000,0 days 00:00:36.056000,0 days 00:00:30.481000,0 days 01:09:31.425000,0 days 01:10:07.481000,0 days 01:10:37.962000,290.0,323.0,220.0,327.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:09:14.138000,2022-11-19 14:58:43.290,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 01:12:27.669000,M VERSTAPPEN,1,0 days 00:01:49.707000,17.0,6.0,,0 days 01:12:25.975000,0 days 00:00:23.918000,0 days 00:00:45.417000,0 days 00:00:40.372000,0 days 01:11:01.880000,0 days 01:11:47.297000,0 days 01:12:27.669000,172.0,268.0,,261.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:10:37.962000,2022-11-19 15:00:07.114,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:16:54.660000,S PEREZ,11,,1.0,1.0,0 days 00:15:02.020000,,,0 days 00:00:46.217000,0 days 00:00:43.525000,,0 days 00:16:11.184000,0 days 00:16:54.660000,241.0,251.0,219.0,260.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:15:02.020000,2022-11-19 14:04:31.172,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:18:19.480000,S PEREZ,11,0 days 00:01:24.820000,2.0,1.0,,,0 days 00:00:17.437000,0 days 00:00:36.442000,0 days 00:00:30.941000,0 days 00:17:12.097000,0 days 00:17:48.539000,0 days 00:18:19.480000,291.0,323.0,217.0,329.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:16:54.660000,2022-11-19 14:06:23.812,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:20:19.085000,S PEREZ,11,0 days 00:01:59.605000,3.0,1.0,,0 days 00:20:17.697000,0 days 00:00:23.788000,0 days 00:00:51.154000,0 days 00:00:44.663000,0 days 00:18:43.268000,0 days 00:19:34.422000,0 days 00:20:19.085000,230.0,258.0,,182.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:18:19.480000,2022-11-19 14:07:48.632,12,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:28:05.257000,S PEREZ,11,,4.0,2.0,0 days 00:24:59.939000,,,0 days 00:00:54.892000,0 days 00:01:31.214000,,0 days 00:26:34.043000,0 days 00:28:05.401000,174.0,138.0,213.0,238.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:20:19.085000,2022-11-19 14:09:48.237,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:29:30.227000,S PEREZ,11,0 days 00:01:24.970000,5.0,2.0,,,0 days 00:00:17.772000,0 days 00:00:36.248000,0 days 00:00:30.950000,0 days 00:28:23.029000,0 days 00:28:59.277000,0 days 00:29:30.227000,290.0,326.0,217.0,331.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:28:05.257000,2022-11-19 14:17:34.409,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:31:25.814000,S PEREZ,11,0 days 00:01:55.587000,6.0,2.0,,0 days 00:31:24.613000,0 days 00:00:23.633000,0 days 00:00:46.823000,0 days 00:00:45.131000,0 days 00:29:53.860000,0 days 00:30:40.683000,0 days 00:31:25.814000,236.0,208.0,,246.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:29:30.227000,2022-11-19 14:18:59.379,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:41:10.316000,S PEREZ,11,,7.0,3.0,0 days 00:39:02.477000,,,0 days 00:00:54.154000,0 days 00:00:48.505000,,0 days 00:40:21.821000,0 days 00:41:10.330000,179.0,187.0,220.0,203.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:31:25.814000,2022-11-19 14:20:54.966,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:42:34.735000,S PEREZ,11,0 days 00:01:24.419000,8.0,3.0,,,0 days 00:00:17.414000,0 days 00:00:36.027000,0 days 00:00:30.978000,0 days 00:41:27.730000,0 days 00:42:03.757000,0 days 00:42:34.735000,291.0,326.0,219.0,331.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:41:10.316000,2022-11-19 14:30:39.468,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:44:26.710000,S PEREZ,11,0 days 00:01:51.975000,9.0,3.0,,0 days 00:44:25.582000,0 days 00:00:23.446000,0 days 00:00:45.482000,0 days 00:00:43.047000,0 days 00:42:58.181000,0 days 00:43:43.663000,0 days 00:44:26.710000,233.0,201.0,,235.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:42:34.735000,2022-11-19 14:32:03.887,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:49:33.670000,S PEREZ,11,,10.0,4.0,0 days 00:47:15.441000,,,0 days 00:00:59.896000,0 days 00:00:53.303000,,0 days 00:48:40.382000,0 days 00:49:33.820000,174.0,190.0,218.0,163.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:44:26.710000,2022-11-19 14:33:55.862,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:50:58.655000,S PEREZ,11,0 days 00:01:24.985000,11.0,4.0,,,0 days 00:00:17.526000,0 days 00:00:36.340000,0 days 00:00:31.119000,0 days 00:49:51.196000,0 days 00:50:27.536000,0 days 00:50:58.655000,291.0,325.0,214.0,331.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:49:33.670000,2022-11-19 14:39:02.822,1,,True,TRACK LIMITS AT TURN 1 LAP 12 ,False,True,2022,Abu Dhabi Grand Prix
0 days 00:52:46.661000,S PEREZ,11,0 days 00:01:48.006000,12.0,4.0,,0 days 00:52:45.523000,0 days 00:00:21.731000,0 days 00:00:43.762000,0 days 00:00:42.513000,0 days 00:51:20.386000,0 days 00:52:04.148000,0 days 00:52:46.661000,255.0,208.0,,220.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:50:58.655000,2022-11-19 14:40:27.807,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:01:27.447000,S PEREZ,11,,13.0,5.0,0 days 00:59:25.016000,,,0 days 00:00:52.172000,0 days 00:00:46.105000,,0 days 01:00:41.366000,0 days 01:01:27.495000,186.0,168.0,220.0,200.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:52:46.661000,2022-11-19 14:42:15.813,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:02:51.763000,S PEREZ,11,0 days 00:01:24.316000,14.0,5.0,,,0 days 00:00:17.390000,0 days 00:00:36.118000,0 days 00:00:30.808000,0 days 01:01:44.837000,0 days 01:02:20.955000,0 days 01:02:51.763000,290.0,324.0,215.0,328.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:01:27.447000,2022-11-19 14:50:56.599,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 01:04:39.827000,S PEREZ,11,0 days 00:01:48.064000,15.0,5.0,,0 days 01:04:38.675000,0 days 00:00:23.027000,0 days 00:00:43.903000,0 days 00:00:41.134000,0 days 01:03:14.790000,0 days 01:03:58.693000,0 days 01:04:39.827000,247.0,236.0,,224.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:02:51.763000,2022-11-19 14:52:20.915,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:09:18.303000,S PEREZ,11,,16.0,6.0,0 days 01:07:18.516000,,,0 days 00:00:51.305000,0 days 00:00:42.046000,,0 days 01:08:36.316000,0 days 01:09:18.493000,205.0,216.0,219.0,192.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:04:39.827000,2022-11-19 14:54:08.979,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:10:42.355000,S PEREZ,11,0 days 00:01:24.052000,17.0,6.0,,,0 days 00:00:17.343000,0 days 00:00:35.993000,0 days 00:00:30.716000,0 days 01:09:35.646000,0 days 01:10:11.639000,0 days 01:10:42.355000,291.0,325.0,217.0,330.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:09:18.303000,2022-11-19 14:58:47.455,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 01:12:36.430000,S PEREZ,11,0 days 00:01:54.075000,18.0,6.0,,0 days 01:12:34.391000,0 days 00:00:22.905000,0 days 00:00:47.742000,0 days 00:00:43.428000,0 days 01:11:05.260000,0 days 01:11:53.002000,0 days 01:12:36.430000,182.0,236.0,,207.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:10:42.355000,2022-11-19 15:00:11.507,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:16:34.512000,C LECLERC,16,,1.0,1.0,0 days 00:14:32.012000,,,0 days 00:00:50.855000,0 days 00:00:46.044000,,0 days 00:15:48.513000,0 days 00:16:34.512000,203.0,222.0,222.0,228.0,False,SOFT,1.0,True,Ferrari,0 days 00:14:32.012000,2022-11-19 14:04:01.164,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:17:59.723000,C LECLERC,16,0 days 00:01:25.211000,2.0,1.0,,,0 days 00:00:17.487000,0 days 00:00:36.603000,0 days 00:00:31.121000,0 days 00:16:51.999000,0 days 00:17:28.602000,0 days 00:17:59.723000,290.0,319.0,220.0,325.0,True,SOFT,2.0,True,Ferrari,0 days 00:16:34.512000,2022-11-19 14:06:03.664,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:20:39.028000,C LECLERC,16,,3.0,1.0,,,0 days 00:00:27.637000,0 days 00:01:22.020000,0 days 00:00:49.621000,0 days 00:18:27.387000,0 days 00:19:49.422000,0 days 00:20:39.182000,84.0,163.0,221.0,102.0,False,SOFT,3.0,True,Ferrari,0 days 00:17:59.723000,2022-11-19 14:07:28.875,12,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:22:04.371000,C LECLERC,16,0 days 00:01:25.343000,4.0,1.0,,,0 days 00:00:17.465000,0 days 00:00:36.695000,0 days 00:00:31.183000,0 days 00:20:56.493000,0 days 00:21:33.188000,0 days 00:22:04.371000,291.0,320.0,218.0,323.0,False,SOFT,4.0,True,Ferrari,0 days 00:20:39.028000,2022-11-19 14:10:08.180,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:23:57.375000,C LECLERC,16,0 days 00:01:53.004000,5.0,1.0,,0 days 00:23:56.237000,0 days 00:00:20.931000,0 days 00:00:47.727000,0 days 00:00:44.346000,0 days 00:22:25.302000,0 days 00:23:13.029000,0 days 00:23:57.375000,241.0,201.0,,237.0,False,SOFT,5.0,True,Ferrari,0 days 00:22:04.371000,2022-11-19 14:11:33.523,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:40:31.394000,C LECLERC,16,,6.0,2.0,0 days 00:38:03.952000,,,0 days 00:00:54.923000,0 days 00:00:53.008000,,0 days 00:39:38.446000,0 days 00:40:31.394000,256.0,200.0,223.0,202.0,False,SOFT,6.0,False,Ferrari,0 days 00:23:57.375000,2022-11-19 14:13:26.527,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:41:56.739000,C LECLERC,16,0 days 00:01:25.345000,7.0,2.0,,,0 days 00:00:17.478000,0 days 00:00:36.900000,0 days 00:00:30.967000,0 days 00:40:48.872000,0 days 00:41:25.772000,0 days 00:41:56.739000,290.0,320.0,218.0,325.0,True,SOFT,7.0,False,Ferrari,0 days 00:40:31.394000,2022-11-19 14:30:00.546,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:43:42.074000,C LECLERC,16,0 days 00:01:45.335000,8.0,2.0,,0 days 00:43:40.965000,0 days 00:00:20.190000,0 days 00:00:44.982000,0 days 00:00:40.163000,0 days 00:42:16.929000,0 days 00:43:01.911000,0 days 00:43:42.074000,238.0,225.0,,247.0,False,SOFT,8.0,False,Ferrari,0 days 00:41:56.739000,2022-11-19 14:31:25.891,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:49:09.271000,C LECLERC,16,,9.0,3.0,0 days 00:46:41.741000,,,0 days 00:00:50.480000,0 days 00:00:47.826000,,0 days 00:48:21.479000,0 days 00:49:09.451000,219.0,236.0,224.0,195.0,False,SOFT,1.0,True,Ferrari,0 days 00:43:42.074000,2022-11-19 14:33:11.226,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:50:33.788000,C LECLERC,16,0 days 00:01:24.517000,10.0,3.0,,,0 days 00:00:17.316000,0 days 00:00:36.382000,0 days 00:00:30.819000,0 days 00:49:26.587000,0 days 00:50:02.969000,0 days 00:50:33.788000,291.0,320.0,219.0,325.0,True,SOFT,2.0,True,Ferrari,0 days 00:49:09.271000,2022-11-19 14:38:38.423,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:52:23.909000,C LECLERC,16,0 days 00:01:50.121000,11.0,3.0,,0 days 00:52:22.767000,0 days 00:00:22.795000,0 days 00:00:47.022000,0 days 00:00:40.304000,0 days 00:50:56.583000,0 days 00:51:43.605000,0 days 00:52:23.909000,217.0,218.0,,204.0,False,SOFT,3.0,True,Ferrari,0 days 00:50:33.788000,2022-11-19 14:40:02.940,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:00:49.003000,C LECLERC,16,,12.0,4.0,0 days 00:58:43.765000,,,0 days 00:00:50.216000,0 days 00:00:45.092000,,0 days 01:00:03.911000,0 days 01:00:49.008000,226.0,213.0,224.0,213.0,False,SOFT,1.0,True,Ferrari,0 days 00:52:23.909000,2022-11-19 14:41:53.061,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:02:13.346000,C LECLERC,16,0 days 00:01:24.343000,13.0,4.0,,,0 days 00:00:17.344000,0 days 00:00:36.426000,0 days 00:00:30.573000,0 days 01:01:06.347000,0 days 01:01:42.773000,0 days 01:02:13.346000,291.0,319.0,221.0,323.0,True,SOFT,2.0,True,Ferrari,0 days 01:00:49.003000,2022-11-19 14:50:18.155,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 01:03:53.874000,C LECLERC,16,0 days 00:01:40.528000,14.0,4.0,,0 days 01:03:52.707000,0 days 00:00:20.160000,0 days 00:00:43.509000,0 days 00:00:36.859000,0 days 01:02:33.506000,0 days 01:03:17.015000,0 days 01:03:53.874000,224.0,251.0,,232.0,False,SOFT,3.0,True,Ferrari,0 days 01:02:13.346000,2022-11-19 14:51:42.498,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:08:37.880000,C LECLERC,16,,15.0,5.0,0 days 01:06:26.513000,,,0 days 00:00:56.818000,0 days 00:00:48.522000,,0 days 01:07:49.389000,0 days 01:08:38.070000,164.0,174.0,225.0,236.0,False,SOFT,1.0,True,Ferrari,0 days 01:03:53.874000,2022-11-19 14:53:23.026,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:10:01.972000,C LECLERC,16,0 days 00:01:24.092000,16.0,5.0,,,0 days 00:00:17.298000,0 days 00:00:36.318000,0 days 00:00:30.476000,0 days 01:08:55.178000,0 days 01:09:31.496000,0 days 01:10:01.972000,291.0,318.0,220.0,323.0,True,SOFT,2.0,True,Ferrari,0 days 01:08:37.880000,2022-11-19 14:58:07.032,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 01:11:54.599000,C LECLERC,16,0 days 00:01:52.627000,17.0,5.0,,0 days 01:11:52.194000,0 days 00:00:20.780000,0 days 00:00:48.162000,0 days 00:00:43.685000,0 days 01:10:22.752000,0 days 01:11:10.914000,0 days 01:11:54.599000,208.0,209.0,,209.0,False,SOFT,3.0,True,Ferrari,0 days 01:10:01.972000,2022-11-19 14:59:31.124,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:16:42.164000,C SAINZ,55,,1.0,1.0,0 days 00:14:41.380000,,,0 days 00:00:45.902000,0 days 00:00:51.887000,,0 days 00:15:50.285000,0 days 00:16:42.171000,247.0,153.0,218.0,236.0,False,SOFT,1.0,True,Ferrari,0 days 00:14:41.380000,2022-11-19 14:04:10.532,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:19:00.455000,C SAINZ,55,0 days 00:02:18.291000,2.0,1.0,,,0 days 00:00:20.432000,0 days 00:01:08.388000,0 days 00:00:49.471000,0 days 00:17:02.596000,0 days 00:18:10.984000,0 days 00:19:00.455000,135.0,114.0,222.0,147.0,True,SOFT,2.0,True,Ferrari,0 days 00:16:42.164000,2022-11-19 14:06:11.316,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:20:25.545000,C SAINZ,55,0 days 00:01:25.090000,3.0,1.0,,,0 days 00:00:17.508000,0 days 00:00:36.601000,0 days 00:00:30.981000,0 days 00:19:17.963000,0 days 00:19:54.564000,0 days 00:20:25.545000,290.0,320.0,219.0,323.0,True,SOFT,3.0,True,Ferrari,0 days 00:19:00.455000,2022-11-19 14:08:29.607,12,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:22:20.078000,C SAINZ,55,0 days 00:01:54.533000,4.0,1.0,,0 days 00:22:18.942000,0 days 00:00:22.377000,0 days 00:00:51.776000,0 days 00:00:40.380000,0 days 00:20:47.922000,0 days 00:21:39.698000,0 days 00:22:20.078000,203.0,201.0,,173.0,False,SOFT,4.0,True,Ferrari,0 days 00:20:25.545000,2022-11-19 14:09:54.697,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:40:37.281000,C SAINZ,55,,5.0,2.0,0 days 00:38:18.174000,,,0 days 00:00:49.114000,0 days 00:00:55.841000,,0 days 00:39:41.483000,0 days 00:40:37.294000,214.0,243.0,222.0,257.0,False,SOFT,5.0,False,Ferrari,0 days 00:22:20.078000,2022-11-19 14:11:49.230,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:42:02.320000,C SAINZ,55,0 days 00:01:25.039000,6.0,2.0,,,0 days 00:00:17.471000,0 days 00:00:36.605000,0 days 00:00:30.963000,0 days 00:40:54.752000,0 days 00:41:31.357000,0 days 00:42:02.320000,289.0,321.0,218.0,325.0,True,SOFT,6.0,False,Ferrari,0 days 00:40:37.281000,2022-11-19 14:30:06.433,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:43:47.271000,C SAINZ,55,0 days 00:01:44.951000,7.0,2.0,,0 days 00:43:45.079000,0 days 00:00:20.391000,0 days 00:00:45.132000,0 days 00:00:39.428000,0 days 00:42:22.711000,0 days 00:43:07.843000,0 days 00:43:47.271000,238.0,228.0,,219.0,False,SOFT,7.0,False,Ferrari,0 days 00:42:02.320000,2022-11-19 14:31:31.472,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:49:17.341000,C SAINZ,55,,8.0,3.0,0 days 00:46:55.869000,,,0 days 00:00:51.987000,0 days 00:00:51.818000,,0 days 00:48:25.523000,0 days 00:49:17.520000,229.0,187.0,224.0,258.0,False,SOFT,1.0,True,Ferrari,0 days 00:43:47.271000,2022-11-19 14:33:16.423,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 00:50:41.862000,C SAINZ,55,0 days 00:01:24.521000,9.0,3.0,,,0 days 00:00:17.372000,0 days 00:00:36.345000,0 days 00:00:30.804000,0 days 00:49:34.713000,0 days 00:50:11.058000,0 days 00:50:41.862000,290.0,319.0,219.0,324.0,True,SOFT,2.0,True,Ferrari,0 days 00:49:17.341000,2022-11-19 14:38:46.493,1,,False,,False,True,2022,Abu Dhabi Grand Prix
0 days 00:52:31.331000,C SAINZ,55,0 days 00:01:49.469000,10.0,3.0,,0 days 00:52:30.244000,0 days 00:00:20.122000,0 days 00:00:45.773000,0 days 00:00:43.574000,0 days 00:51:01.984000,0 days 00:51:47.757000,0 days 00:52:31.331000,243.0,224.0,,222.0,False,SOFT,3.0,True,Ferrari,0 days 00:50:41.862000,2022-11-19 14:40:11.014,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:00:57.353000,C SAINZ,55,,11.0,4.0,0 days 00:58:48.793000,,,0 days 00:00:49.996000,0 days 00:00:45.687000,,0 days 01:00:11.694000,0 days 01:00:57.353000,224.0,178.0,225.0,236.0,False,SOFT,1.0,True,Ferrari,0 days 00:52:31.331000,2022-11-19 14:42:00.483,1,,False,,False,False,2022,Abu Dhabi Grand Prix
0 days 01:02:21.634000,C SAINZ,55,0 days 00:01:24.281000,12.0,4.0,,,0 days 00:00:17.273000,0 days 00:00:36.128000,0 days 00:00:30.880000,0 days 01:01:14.626000,0 days 01:01:50.754000,0 days 01:02:21.634000,291.0,321.0,219.0,324.0,True,SOFT,2.0,True,Ferrari,0 days 01:00:57.353000,2022-11-19 14:50:26.505,1,,False,,False,True,2022,Abu Dhabi Grand Prix
